t_out_sec,t_out_nanosec,t_imu_sec,t_imu_nanosec,t_cmd_sec,t_cmd_nanosec,imu_ax,imu_ay,imu_az,cmd_vx,cmd_vy,cmd_vz
1760693868,374935799,1760693868,360508826,1760693868,374935799,0.036152050066572,-0.0102958784698753,9.65363647581522,10.4963,10.4963,0.027412035999987
1760693868,413910339,1760693868,399526496,1760693868,413910339,0.327122011130777,-0.00199079494470739,8.03326923654339,10.4963,10.4963,0.066469371999915
1760693868,452726527,1760693868,438423369,1760693868,452726527,2.06711891182621,-0.066093542713259,9.17200097507219,10.4963,10.4963,0.105421022999963
1760693868,493090106,1760693868,477227649,1760693868,493090106,1.17724894940239,0.0350166020102841,10.8217373384836,10.4963,10.4963,0.144226876999937
1760693868,528687621,1760693868,514351166,1760693868,528687621,1.56478094479943,-0.386003809138679,9.12557898450658,10.4963,10.4963,0.184604992999994
1760693868,567829438,1760693868,553400614,1760693868,567829438,1.4896002189049,0.10056979298746,9.00173755186784,10.4963,10.4963,0.220170173999918
1760693868,606319662,1760693868,592299357,1760693868,606319662,0.372923321960465,0.691286927886302,10.8134126378164,10.4963,10.4963,0.259380621999981
1760693868,645974481,1760693868,630846748,1760693868,645974481,0.181417774227381,0.600887174092674,9.94702785685655,10.4963,10.4963,0.297818957000004
1760693868,684964114,1760693868,670566733,1760693868,684964114,0.641269968563158,-0.0303250906388897,9.0659541017478,10.4963,10.4963,0.337518942999964
1760693868,721803205,1760693868,711848981,1760693868,721803205,0.646232127335188,-0.648447857942255,10.3355977453221,10.4963,10.4963,0.37653874199998
1760693868,759688798,1760693868,747432551,1760693868,759688798,0.988356992813433,0.831826990115129,8.4380717257807,10.4963,10.4963,0.413284498999929
1760693868,799197709,1760693868,784094846,1760693868,799197709,-0.0762504946591822,-0.0865244474413298,9.42551803347558,10.4963,10.4963,0.451173315000005
1760693868,840003048,1760693868,823765239,1760693868,840003048,0.200043396738488,0.556707054466458,9.99412538968819,10.4963,10.4963,0.490744188999997
1760693868,877004362,1760693868,862600982,1760693868,877004362,0.740091785260502,-0.58856721068502,7.92387526473293,10.4963,10.4963,0.531517768999947
1760693868,917222367,1760693868,901481799,1760693868,917222367,-0.545318283718464,0.525241955569659,11.9968968263307,10.4963,10.4963,0.568556322999939
1760693868,954864960,1760693868,939599819,1760693868,954864960,0.654986914111213,0.122347916152286,7.83378701165298,10.4963,10.4963,0.608761957999946
1760693868,994251111,1760693868,979286749,1760693868,994251111,0.440633094150229,-0.4131951532408,10.30994494328,10.4963,10.4963,0.646358290999956
1760693869,33095855,1760693869,18672789,1760693869,33095855,-1.31167672195987,0.210060692130659,9.85443977329096,10.4963,10.4963,0.685796090999929
1760693869,73409934,1760693869,57987978,1760693869,73409934,0.176587914675701,-0.604582894140666,7.78312502304827,10.4963,10.4963,0.724662760999991
1760693869,113534013,1760693869,107428760,1760693869,113534013,-0.834845200503599,0.587972697923596,11.7651926510489,10.4963,10.4963,0.764918154999918
1760693869,156934450,1760693869,138472858,1760693869,156934450,0.266660377900727,-1.05176778577657,7.86013218249817,10.4963,10.4963,0.805056863000004
1760693869,190619887,1760693869,180415219,1760693869,190619887,0.550770005190386,1.23932854608318,9.46756195555259,10.4963,10.4963,0.848508300999924
1760693869,229432926,1760693869,215237176,1760693869,229432926,-0.592954327156601,0.32994387659515,11.1105561938644,10.4963,10.4963,0.882101236999915
1760693869,266800741,1760693869,255326181,1760693869,266800741,0.404816992840766,-0.19156607265906,8.36509973012271,10.4963,10.4963,0.920930146999922
1760693869,316017541,1760693869,290535843,1760693869,316017541,-0.468546159931071,0.704546540032691,8.96980862697502,10.4963,10.4963,0.958303757999943
1760693869,346652472,1760693869,328934196,1760693869,346652472,-0.079713079842244,-0.491074051361776,9.73237639814427,0,0,1.00755263199994
1760693869,380816410,1760693869,369408165,1760693869,380816410,-0.917304260277014,-0.135952919155536,9.69764390914209,0,0,1.03814408199992
1760693869,438639487,1760693869,463539369,1760693869,438639487,-4.94463188718154,-0.779984781888996,12.7085091771613,0,0,1.07232792699995
1760693869,474240038,1760693869,498960642,1760693869,474240038,-2.51685495627666,0.148429704606141,5.8352345769716,0,0,1.13016196599995
1760693869,512833151,1760693869,535868197,1760693869,512833151,-1.03475191713328,-0.0370891067586441,12.0792001040097,0,0,1.16576905499994
1760693869,550091391,1760693869,571373637,1760693869,550091391,-0.212865184793885,-0.120212229412791,9.22205171204943,0,0,1.20434311199995
1760693869,585097571,1760693869,609844768,1760693869,585097571,0.150161666981145,0.0458086778663916,8.8754240836926,0,0,1.241666538
1760693869,624959094,1760693869,649995440,1760693869,624959094,0.12303971328886,-0.114468887032475,10.0210493648022,0,0,1.27662436599996
1760693869,669850220,1760693869,690805261,1760693869,669850220,-0.148000854859061,0.162369447325219,9.85192023129116,0,0,1.31647488900001
1760693869,703068063,1760693869,729032818,1760693869,703068063,-0.0246990946119074,-0.0888270493600164,9.52662757927686,0,0,1.36137531099996
1760693869,743233938,1760693869,764199517,1760693869,743233938,0.0892960269112146,0.0241914856462554,9.61190555448525,0,0,1.39459591299999
1760693869,780140881,1760693869,802041313,1760693869,780140881,-0.0367353309733099,-0.00289903955597948,9.74879390147606,0,0,1.43478541799993
1760693869,817313825,1760693869,838071569,1760693869,817313825,-0.0883883244361562,-0.039112336440701,9.65638343898776,0,0,1.47166693499992
1760693869,852636191,1760693869,877613777,1760693869,852636191,0.041142736583358,0.0715224663972878,9.63640086625736,0,0,1.50882089699996
