t_out_sec,t_out_nanosec,t_imu_sec,t_imu_nanosec,t_cmd_sec,t_cmd_nanosec,imu_ax,imu_ay,imu_az,cmd_vx,cmd_vy,cmd_vz
1760594218,147134051,1760594218,132846643,1760594218,147134051,0.106664792337422,0.138008858795258,9.63782234058819,10.4963,10.4963,0.0247328979999963
1760594218,186177560,1760594218,171730671,1760594218,186177560,0.215811125132424,0.123978814871435,9.59667167434326,10.4963,10.4963,0.0635984620000158
1760594218,224922939,1760594218,210514512,1760594218,224922939,2.41439863322915,0.867296159075414,11.1434042250474,10.4963,10.4963,0.102700749000007
1760594218,263769577,1760594218,249334040,1760594218,263769577,1.59634467754063,-0.218304371771985,10.9869179055736,10.4963,10.4963,0.141542017000006
1760594218,303098439,1760594218,288306419,1760594218,303098439,2.13614490018677,-0.389798917265427,8.03575730708383,10.4963,10.4963,0.180293322000011
1760594218,341957115,1760594218,327730281,1760594218,341957115,1.40052084304184,-0.266268421267603,10.4309426496172,10.4963,10.4963,0.219580535999995
1760594218,381586459,1760594218,366582772,1760594218,381586459,2.77206831565524,1.07730588205397,8.3820098797333,10.4963,10.4963,0.258458304000015
1760594218,420404412,1760594218,405989985,1760594218,420404412,1.57306358548396,-1.04014796314391,8.50410518887868,10.4963,10.4963,0.298039629000016
1760594218,460220812,1760594218,444856846,1760594218,460220812,1.12967786934377,1.63735819536343,9.56278484597998,10.4963,10.4963,0.336864896999998
1760594218,497923855,1760594218,483550577,1760594218,497923855,0.0502479868691018,-0.553321871206372,8.71370090309474,10.4963,10.4963,0.37668170500001
1760594218,537255828,1760594218,522328363,1760594218,537255828,1.4407418453718,-1.45588846092498,9.53853608616064,10.4963,10.4963,0.414437840999995
1760594218,576111503,1760594218,562368097,1760594218,576111503,0.303273467383612,2.01180420523004,9.46193600666955,10.4963,10.4963,0.453730925000002
1760594218,614920438,1760594218,600700753,1760594218,614920438,-0.286776919978412,0.227811604639512,8.64723484052216,10.4963,10.4963,0.492595044000012
1760594218,653727761,1760594218,639473261,1760594218,653727761,0.825308360406054,0.795426142883838,10.0326682965387,10.4963,10.4963,0.531421015999996
1760594218,693372383,1760594218,678523085,1760594218,693372383,0.757931609504512,1.05899350783385,9.44259988091457,10.4963,10.4963,0.570201080000004
1760594218,732356115,1760594218,717927392,1760594218,732356115,-0.124969431239953,-0.895768102891537,10.1426002614775,10.4963,10.4963,0.609844424000016
1760594218,771209716,1760594218,756828993,1760594218,771209716,0.14095260981573,0.48413888918275,9.47702923267299,10.4963,10.4963,0.648793600000005
1760594218,810523856,1760594218,795665965,1760594218,810523856,0.0292840253527672,0.24180778629645,10.9578849565678,10.4963,10.4963,0.687699553000016
1760594218,849932495,1760594218,835015494,1760594218,849932495,1.03368608709811,-0.18505128806172,7.6194020444398,10.4963,10.4963,0.727022008000006
1760594218,889382395,1760594218,874409819,1760594218,889382395,-0.236940706284169,1.07578204220342,12.0061876405367,10.4963,10.4963,0.766408259000002
1760594218,928281200,1760594218,913859718,1760594218,928281200,-0.0685063948434328,-0.887478583967811,10.2945489630258,10.4963,10.4963,0.805833084
1760594218,967157375,1760594218,952714578,1760594218,967157375,0.676729085866898,0.76385065419507,8.1009126832619,10.4963,10.4963,0.844736425999997
1760594219,5894476,1760594218,991568217,1760594219,5894476,-0.331733789193039,0.444917818821284,12.4295343837186,10.4963,10.4963,0.883707638999994
1760594219,45625265,1760594219,30734060,1760594219,45625265,-0.643509035747171,1.35561428437724,7.78903499170474,10.4963,10.4963,0.922418536000009
1760594219,85741407,1760594219,71034498,1760594219,85741407,0.839135222988473,-1.75995231008089,10.9639832996093,10.4963,10.4963,0.962115510000018
1760594219,124536712,1760594219,110243267,1760594219,124536712,0.694309514870125,1.11375830599386,9.19556006229819,0,0,1.00222181800001
1760594219,163858907,1760594219,148953720,1760594219,163858907,-1.2440506802637,0.740212619355051,7.52094056497977,0,0,1.041019049
1760594219,202781546,1760594219,188370415,1760594219,202781546,-2.81512904592609,0.281955667489747,9.63978163738987,0,0,1.08034230000001
1760594219,241582777,1760594219,227296036,1760594219,241582777,-5.45392858093252,-0.683363409328317,8.30329565259118,0,0,1.11927747600001
1760594219,281170232,1760594219,266055896,1760594219,281170232,-3.51120248547999,0.504444345765377,9.38592079112024,0,0,1.15808541000001
1760594219,321678319,1760594219,305637925,1760594219,321678319,-0.445987105680363,-0.303656151110558,10.9124005706163,0,0,1.19764681000001
1760594219,357997543,1760594219,343666469,1760594219,357997543,0.0201182222287217,0.179599010303001,9.81755553278705,0,0,1.23820024900002
1760594219,397477572,1760594219,382465681,1760594219,397477572,0.37398845636459,0.419269357589289,9.21681909193351,0,0,1.274471844
1760594219,436282970,1760594219,426663130,1760594219,436282970,0.341804785881738,0.00376097063018677,9.65479750906551,0,0,1.31394750200002
1760594219,475692239,1760594219,460689367,1760594219,475692239,-0.0255615680953571,0.36243591736073,9.71485209964203,0,0,1.352762122
1760594219,515070731,1760594219,500066432,1760594219,515070731,-0.0241368649340284,0.0571204174347209,9.57811907671366,0,0,1.392233447
1760594219,553850202,1760594219,539575035,1760594219,553850202,0.253285041616099,0.229606680021079,9.56310149239726,0,0,1.43154836400001
1760594219,592778100,1760594219,578378303,1760594219,592778100,0.241894069176379,0.195077805716686,9.68284445647467,0,0,1.470353281
1760594219,631695517,1760594219,617315368,1760594219,631695517,0.0164328134845825,0.195215785073448,9.66928727055426,0,0,1.50926449300002
1760594219,670603544,1760594219,656140414,1760594219,670603544,0.0153634225364689,0.205155756880053,9.62628724792433,0,0,1.548184854
